fid,tweet_text,timestamp,source,symbols,company_names,url,source_ip,protocol,dest_ip,Label,results
45023387,Wells Fargo &amp; Co Boosts International Paper $IP Price Target to $70.00 https://t.co/ZObq5OS55u,Thu Jul 12 05:48:17 +0000 2018,WatchlistN,IP,International Paper Company,http://zpr.io/6ara4,149.171.126.0,tcp,59.166.0.2,0,0
45023388,$1.13 EPS Expected for Stericycle Inc. $SRCL - https://t.co/t1PiX2u7YB,Thu Jul 12 05:48:18 +0000 2018,whatsonthorold2,SRCL,Stericycle,https://www.whatsonthorold.com/2018/07/12/1-13-eps-expected-for-stericycle-inc-srcl/,149.171.126.8,udp,59.166.0.7,0,0
45023389,Stericycle Inc. $SRCL EPS Estimated At $1.13 - https://t.co/xiSR74jV0h,Thu Jul 12 05:48:40 +0000 2018,mmahotstuff1,SRCL,Stericycle,https://www.mmahotstuff.com/2018/07/12/stericycle-inc-srcl-eps-estimated-at-1-13.html,149.171.126.4,tcp,59.166.0.4,0,0
45023492,$LH is rated a Buy since September 30 2015 and is 34% above its median level. https://t.co/vC9U7WxQrm https://t.co/AscF293lEn,Thu Jul 12 05:48:43 +0000 2018,financhill,LH,Laboratory Corporation of America Holdings,http://bit.ly/2tPtyZd,149.171.126.3,tcp,59.166.0.5,0,0
45023493,Stericycle Inc. $SRCL EPS Estimated At $1.13 https://t.co/zdmeH4ebH9,Thu Jul 12 05:48:57 +0000 2018,The_CasualSmart,SRCL,Stericycle,https://floridarecorder.com/2018/07/12/stericycle-inc-srcl-eps-estimated-at-1-13-2/,149.171.126.9,tcp,59.166.0.7,0,0
45023502,Analysts See $1.13 EPS for Stericycle Inc. $SRCL https://t.co/zc5VNwjH0J,Thu Jul 12 05:49:25 +0000 2018,reurope_stock,SRCL,Stericycle,https://reurope.com/2018/07/12/analysts-see-1-13-eps-for-stericycle-inc-srcl/,175.45.176.1,udp,149.171.126.11,0,0
45023503,$1.13 EPS Expected for Stericycle Inc. $SRCL - https://t.co/hRYuCkNanB,Thu Jul 12 05:49:43 +0000 2018,bibeypost_stock,SRCL,Stericycle,https://www.bibeypost.com/1-13-eps-expected-for-stericycle-inc-srcl-2/,149.171.126.7,tcp,59.166.0.2,0,0
45023504,International Paper $IP PT Raised to $70.00 https://t.co/kWCibFjLGe,Thu Jul 12 05:51:20 +0000 2018,TickerReport,IP,International Paper Company,http://tickerreport.com/?p=3630221,149.171.126.6,tcp,59.166.0.0,0,0
45023505,Orion Group $ORN and Jacobs Engineering Group $JEC Head-To-Head Comparison https://t.co/YgOrFF2F8K,Thu Jul 12 05:52:46 +0000 2018,TheMarketsDaily,JEC,Jacobs Engineering Group Inc.,http://zpr.io/6arXY,149.171.126.4,udp,59.166.0.2,0,0
45023506,Delphi Technologies $DLPH Cut to âHoldâ at Zacks Investment Research https://t.co/1TfNBuKo1z,Thu Jul 12 05:57:07 +0000 2018,ConsumerFeed,DLPH,Delphi Technologies PLC,http://zpr.io/6arxV,149.171.126.3,tcp,59.166.0.5,0,0
45023507,Zacks Investment Research Downgrades Automatic Data Processing $ADP to Hold https://t.co/SpLyPBQpml,Thu Jul 12 05:57:10 +0000 2018,ledgerzette,ADP,Automatic Data Processing,http://ledgergazette.com/?p=2820673,149.171.126.2,udp,59.166.0.1,0,0
45023508,Comparing DISCOVERY COMMUNICATIONS INC. Common Stock $DISCA and Videocon d2h $VDTH https://t.co/oF4nVONDvN,Thu Jul 12 05:57:14 +0000 2018,ledgerzette,DISCA,Discovery,http://ledgergazette.com/?p=2820664,149.171.126.8,tcp,59.166.0.1,0,0
45023509,Equities Analysts Issue Forecasts for Whirlpool Co.âs FY2018 Earnings $WHR https://t.co/dmhUA8aOjx,Thu Jul 12 05:57:30 +0000 2018,TheMarketsDaily,WHR,Whirlpool Corporation,http://zpr.io/6arEt,149.171.126.0,udp,59.166.0.3,0,0
45023510,Zacks Investment Research Downgrades Automatic Data Processing $ADP to Hold https://t.co/lYtOeh73O8,Thu Jul 12 05:59:28 +0000 2018,dakotafinancial,ADP,Automatic Data Processing,http://dakotafinancialnews.com/?p=312346,149.171.126.4,tcp,59.166.0.8,0,0
45023511,Short sale volume (not short interest) for $ACWI on 2018-07-11 is 58%. https://t.co/jk4BQx7AkF $NBR 59% $JCI 57% $CHD 50% $XLK 74%,Thu Jul 12 06:00:02 +0000 2018,shortvolumes,JCI,Johnson Controls International plc,http://shortvolumes.com/?t=ACWI,149.171.126.8,tcp,59.166.0.0,0,0
45023512,Analystsâ Downgrades for July 12th $ADP DLPH DNB HLI ICL IEA III IMMR IMMU INVE https://t.co/jfWKrtuYWG,Thu Jul 12 06:03:19 +0000 2018,WatchlistN,ADP,Automatic Data Processing,http://zpr.io/6armK,149.171.126.9,tcp,59.166.0.2,0,0
45023513,Ameren $AEE Coverage Initiated at Barclays https://t.co/KJl5gyqZTn,Thu Jul 12 06:05:37 +0000 2018,ledgerzette,AEE,Ameren Corporation,http://ledgergazette.com/?p=2820692,149.171.126.7,tcp,59.166.0.2,0,0
45023582,AES $AES Stock Rating Lowered by Zacks Investment Research https://t.co/JiIhOCBzx3,Thu Jul 12 06:06:10 +0000 2018,TickerReport,AES,The AES Corporation,http://tickerreport.com/?p=3630262,149.171.126.1,tcp,59.166.0.3,0,0
45023583,Wells Fargo &amp; Co Reiterates Buy Rating for Arthur J Gallagher &amp; Co $AJG https://t.co/02yjA86wDi,Thu Jul 12 06:07:43 +0000 2018,TheMarketsDaily,AJG,Arthur J. Gallagher & Co.,http://zpr.io/6arAn,149.171.126.0,tcp,59.166.0.8,0,0
45023592,American Electric Power $AEP Receives New Coverage from Analysts at Barclays https://t.co/LjV5oUnucH,Thu Jul 12 06:07:49 +0000 2018,ZolmaxNews,AEP,American Electric Power Company,http://zolmax.com/?p=2376529,149.171.126.3,tcp,59.166.0.7,0,0
45023593,AES $AES Stock Rating Lowered by Zacks Investment Research https://t.co/mgmljPUhi8,Thu Jul 12 06:08:33 +0000 2018,WatchlistN,AES,The AES Corporation,http://zpr.io/6arAm,149.171.126.6,udp,59.166.0.3,0,0
45023594,Allegion $ALLE Raised to Hold at Zacks Investment Research https://t.co/TxPp90Ouni,Thu Jul 12 06:10:19 +0000 2018,dakotafinancial,ALLE,Allegion plc,http://dakotafinancialnews.com/?p=312365,149.171.126.11,udp,175.45.176.1,0,0
45023686,Morgan Stanley Initiates Coverage on Assurant $AIZ https://t.co/wF6QomZ3Mm,Thu Jul 12 06:10:49 +0000 2018,TranscriptDaily,AIZ,Assurant,http://zpr.io/6arAW,149.171.126.3,tcp,59.166.0.3,0,0
45023687,Marathon Petroleum $MPC versus Vertex Energy $VTNR Head to Head Contrast https://t.co/olcS8Sg4Qz,Thu Jul 12 06:12:07 +0000 2018,ZolmaxNews,MPC,Marathon Petroleum Corporation,http://zolmax.com/?p=2376537,149.171.126.5,tcp,59.166.0.7,0,0
45023694,Zacks: Brokerages Expect Tyson Foods Inc. $TSN Will Announce Earnings of $1.63 Per Share https://t.co/IMXlwiUC2l,Thu Jul 12 06:13:00 +0000 2018,ThisLincolnian,TSN,Tyson Foods,http://thelincolnianonline.com/?p=2177954,149.171.126.0,tcp,59.166.0.2,0,0
45023695,Thursday Picks - $AIV $CARS $HUYA $CROX $DERM $KBR $SCYX $TV  https://t.co/s7qFcbl9Oq,Thu Jul 12 06:16:30 +0000 2018,Dvm001Mike,AIV,Apartment Investment and Management Company,https://elite.finviz.com/screener.ashx?v=211&t=AIV,149.171.126.4,udp,59.166.0.3,0,0
45023696,Short sale volume (not short interest) for $BRFS at 2018-07-11 is 83%. https://t.co/zmSjfn31ub $HRL 85% $TSN 28% $UL 58% $BG 25%,Thu Jul 12 06:18:02 +0000 2018,shortvolumes,TSN,Tyson Foods,http://shortvolumes.com/?t=BRFS,149.171.126.4,udp,59.166.0.4,0,0
45024192,RT @Boursier_com: CNP Assurances : dÃ©part du DG FrÃ©dÃ©ric Lavenir https://t.co/PcVjRLdAOu #bourse #finance $CNP,Thu Jul 12 06:20:57 +0000 2018,kevinaudigier,CNP,CenterPoint Energy,https://goo.gl/14y1EA,149.171.126.6,tcp,59.166.0.9,0,0
45024193,Public Service Enterprise Group Target of Unusually High Options Trading $PEG https://t.co/oPqNUWvzmc,Thu Jul 12 06:22:08 +0000 2018,ZolmaxNews,PEG,Public Service Enterprise Group Incorporated,http://zolmax.com/?p=2376558,149.171.126.5,tcp,59.166.0.4,0,0
45024320,Always protect those profits! Here's how:  $FLEX #stocks #swingtrading #profits #stockmarket https://t.co/YilHGpAPsU,Thu Jul 12 06:26:00 +0000 2018,SharePlanner,FLEX,Flex Ltd.,http://bit.ly/2kVeaBG,149.171.126.9,tcp,59.166.0.2,0,0
45024321,Whirlpool Co. Expected to Earn Q4 2018 Earnings of $4.82 Per Share $WHR https://t.co/rd3rN5Yewe,Thu Jul 12 06:30:08 +0000 2018,ledgerzette,WHR,Whirlpool Corporation,http://ledgergazette.com/?p=2820749,149.171.126.4,tcp,59.166.0.3,0,0
45024334,Head-To-Head Contrast: WideOpenWest $WOW &amp; DISCOVERY COMMUNICATIONS INC. Common Stock $DISCA https://t.co/tleY2NwOKC,Thu Jul 12 06:30:09 +0000 2018,ledgerzette,DISCA,Discovery,http://ledgergazette.com/?p=2820745,149.171.126.4,tcp,59.166.0.9,0,0
45024335,Equities Analysts Issue Forecasts for Cimarex Energy Coâs Q2 2019 Earnings $XEC https://t.co/uJSo8y5Cw5,Thu Jul 12 06:34:09 +0000 2018,ThisLincolnian,XEC,Cimarex Energy Co.,http://thelincolnianonline.com/?p=2178009,149.171.126.1,udp,59.166.0.5,0,0
45024336,$BWA! $IM $OUT $HUBS $BIT $MR $KATE $HI!,Thu Jul 12 06:44:16 +0000 2018,stockbard,BWA,BorgWarner Inc.,,149.171.126.6,tcp,59.166.0.6,0,0
45024337,CarMax $KMX Upgraded to âBuyâ at Zacks Investment Research https://t.co/tRVZf8dgjR,Thu Jul 12 06:44:46 +0000 2018,dakotafinancial,KMX,CarMax,http://dakotafinancialnews.com/?p=312452,149.171.126.0,udp,59.166.0.6,0,0
45024338,Edwards Lifesciences $EW Price Target Raised to $162.00 at BMO Capital Markets https://t.co/5etmeQhjDU,Thu Jul 12 06:47:36 +0000 2018,ZolmaxNews,EW,Edwards Lifesciences Corporation,http://zolmax.com/?p=2376615,149.171.126.6,udp,59.166.0.4,0,0
45024339,Contrasting Nelnet $NNI and SLM $SLM https://t.co/7kwvjPQeuJ,Thu Jul 12 06:49:17 +0000 2018,ConsumerFeed,SLM,SLM Corporation,http://zpr.io/6ar5z,149.171.126.9,tcp,59.166.0.2,0,0
45024340,RT @TickerReport: Baird Financial Group Inc. Takes Position in Envision Healthcare Co. $EVHC https://t.co/i9togolrOB,Thu Jul 12 06:50:40 +0000 2018,Migraine_Health,EVHC,Envision Healthcare Corporation,http://zpr.io/PkHVd,149.171.126.6,tcp,59.166.0.4,0,0
45024341,@tesaguriguma ãããã¨ããããã¾ãï¼$dollar:tt $var:identã¯æãã¤ãã¾ããã§ããï¼ï¼,Thu Jul 12 06:58:36 +0000 2018,blackenedgold,VAR,Varian Medical Systems,,149.171.126.9,tcp,59.166.0.6,0,0
45024342,#ColorPlatform #Bounty #Airdrop Get 260 $COL for completing social tasks https://t.co/Dz7q5aglAa #Color,Thu Jul 12 07:01:14 +0000 2018,TheCryptoTips,COL,Rockwell Collins,http://bit.ly/ColorAirdrop,149.171.126.6,udp,59.166.0.4,0,0
45024343,Regency Centers Corp $REG Expected to Announce Quarterly Sales of $268.84 Million https://t.co/MDOB1VjtRD,Thu Jul 12 07:03:51 +0000 2018,TranscriptDaily,REG,Regency Centers Corporation,http://zpr.io/6arvm,149.171.126.1,tcp,59.166.0.5,0,0
45024352,Air Products &amp; Chemicals Inc. $APD Position Boosted by Pennsylvania Trust Co https://t.co/R8hwXSE1dW,Thu Jul 12 07:04:14 +0000 2018,ConsumerFeed,APD,Air Products and Chemicals,https://ift.tt/2zvuSTY,149.171.126.7,tcp,59.166.0.3,0,0
45024353,Thermo Fisher Scientific Inc. $TMO Position Boosted by Pennsylvania Trust Co https://t.co/L72bZim5wb,Thu Jul 12 07:04:15 +0000 2018,ConsumerFeed,TMO,Thermo Fisher Scientific Inc.,https://ift.tt/2zwwexS,149.171.126.3,tcp,59.166.0.9,0,0
45024584,T. Rowe Price Group Inc $TROW Position Decreased by Pennsylvania Trust Co https://t.co/2p4LhgEpSg,Thu Jul 12 07:04:16 +0000 2018,ConsumerFeed,TROW,T. Rowe Price Group,https://ift.tt/2uurkfg,149.171.126.1,udp,59.166.0.5,0,0
45024585,Aon PLC $AON Position Decreased by Pennsylvania Trust Co https://t.co/6viPBVLsIO,Thu Jul 12 07:04:16 +0000 2018,ConsumerFeed,AON,Aon plc,https://ift.tt/2ueBXDy,149.171.126.14,tcp,175.45.176.2,0,0
45024590,Weyerhaeuser Co $WY Position Decreased by Pennsylvania Trust Co https://t.co/va5RBMe2RH,Thu Jul 12 07:04:17 +0000 2018,ConsumerFeed,WY,Weyerhaeuser Company,https://ift.tt/2zvVGUp,149.171.126.19,udp,175.45.176.0,0,0
45024591,WEC Energy Group Inc $WEC Position Decreased by Gateway Investment Advisers LLC https://t.co/86r9PdoGlW,Thu Jul 12 07:04:22 +0000 2018,ConsumerFeed,WEC,WEC Energy Group,https://ift.tt/2uok2tj,149.171.126.9,tcp,59.166.0.1,0,0
45024592,Gateway Investment Advisers LLC Acquires New Stake in Waste Management Inc. $WM https://t.co/vGF1fiVFGk,Thu Jul 12 07:04:24 +0000 2018,ConsumerFeed,WM,Waste Management,https://ift.tt/2zyYoZa,149.171.126.1,tcp,59.166.0.8,0,0
45024593,BLB&amp;B Advisors LLC Buys 1469 Shares of Zoetis Inc $ZTS https://t.co/NcEo1tT4rh,Thu Jul 12 07:04:26 +0000 2018,ConsumerFeed,ZTS,Zoetis Inc.,https://ift.tt/2uokasN,149.171.126.9,udp,59.166.0.8,0,0
45024594,Guidant Wealth Advisors Sells 3970 Shares of CenterPoint Energy Inc. $CNP https://t.co/xTHoDljq8e,Thu Jul 12 07:04:31 +0000 2018,ConsumerFeed,CNP,CenterPoint Energy,https://ift.tt/2ufB3GL,149.171.126.8,udp,59.166.0.9,0,0
45024595,Platform Specialty Products $PAH Trading Up 0.2% https://t.co/zqLfmxGDD1,Thu Jul 12 07:06:40 +0000 2018,TheMarketsDaily,PAH,Platform Specialty Products Corporation,http://zpr.io/6arVs,149.171.126.9,tcp,59.166.0.2,0,0
45024596,$704.50 Million in Sales Expected for Allegion PLC $ALLE This Quarter https://t.co/6KAkuxAqGT,Thu Jul 12 07:07:47 +0000 2018,ThisLincolnian,ALLE,Allegion plc,http://thelincolnianonline.com/?p=2178083,149.171.126.0,tcp,59.166.0.1,0,0
45024597,#ASX MOST VOLUME  $SEH -4.76% [Volume: +7128.22% ~ 106854418] $HIG +1.79% [Volume: +17981.8% ~ 103170227] $SYAâ¦ https://t.co/j2XPf8nVyT,Thu Jul 12 07:09:04 +0000 2018,Market_Scanner,HIG,The Hartford Financial Services Group,https://twitter.com/i/web/status/1017304820405792768,149.171.126.1,tcp,59.166.0.4,0,0
45024598,#ASX GAPPERS +  $CVV +22.45% [Volume: -80.0% ~ 50000] $NTL +16.67% [Volume: -72.42% ~ 639825] $AAP +16.0% [Volumeâ¦ https://t.co/Ywxt4JXFN2,Thu Jul 12 07:09:05 +0000 2018,Market_Scanner,AAP,Advance Auto Parts,https://twitter.com/i/web/status/1017304824298139648,149.171.126.8,tcp,59.166.0.9,0,0
45024599,Financial Comparison: Compass Minerals International $CMP &amp; U.S. Silica $SLCA https://t.co/edf9eCrNHS,Thu Jul 12 07:09:22 +0000 2018,dispatchtribune,SLCA,U.S. Silica Holdings,http://dispatchtribunal.com/?p=2048345,149.171.126.0,tcp,59.166.0.2,0,0
45024678,CNP Assurances SA: Historical volume for CNP Assurances stock. $CNP https://t.co/pZb16Qnlhi https://t.co/5KViZE7wkO,Thu Jul 12 07:14:08 +0000 2018,MScreener,CNP,CenterPoint Energy,http://www.4-traders.com//CNP-ASSURANCES-SA-4633/,149.171.126.2,tcp,59.166.0.8,0,0
45024679,$IM $MAIN $YUM! $IM $FOR $CUBS $IM $ONE,Thu Jul 12 07:14:18 +0000 2018,stockbard,YUM,YUM! Brands,,149.171.126.5,tcp,59.166.0.7,0,0
45024686,Aeroports de Paris SA: Heavy volume for AÃ©roports de Paris stock. $ADP https://t.co/TGH4iewOEh https://t.co/F1ea8At4yH,Thu Jul 12 07:14:59 +0000 2018,MScreener,ADP,Automatic Data Processing,http://www.4-traders.com//AEROPORTS-DE-PARIS-SA-17304/,149.171.126.6,udp,59.166.0.1,0,0
45024687,DISCOVERY COMMUNICATIONS INC. Common Stock $DISCA Receives New Coverage from Analysts at Credit Suisse Group https://t.co/KfG3fAaAZI,Thu Jul 12 07:24:33 +0000 2018,dispatchtribune,DISCA,Discovery,http://dispatchtribunal.com/?p=2048374,149.171.126.6,tcp,59.166.0.3,0,0
45024688,$AZO $BA $DLTR $GDXJ $IDTI $IPGP $NFLX $NSP $NTAP $ORLY $PENN $SPY $SQ $TECK $THO $TLYS $URI https://t.co/4D8LZX7GrF,Thu Jul 12 07:24:53 +0000 2018,SeekingAlpha,DLTR,Dollar Tree,https://seekingalpha.com/article/4186788-bulletproof-investing-performance-update-week-33?source=feed_f,149.171.126.0,tcp,59.166.0.2,0,0
45024689,RT @SeekingAlpha: $AZO $BA $DLTR $GDXJ $IDTI $IPGP $NFLX $NSP $NTAP $ORLY $PENN $SPY $SQ $TECK $THO $TLYS $URI https://t.co/4D8LZX7GrF,Thu Jul 12 07:28:34 +0000 2018,AviseAnalytics,DLTR,Dollar Tree,https://seekingalpha.com/article/4186788-bulletproof-investing-performance-update-week-33?source=feed_f,149.171.126.1,udp,59.166.0.2,0,0
45024690,Assurant $AIZ Sets New 52-Week High at $108.28 https://t.co/JdwQPZyzcz,Thu Jul 12 07:29:11 +0000 2018,TranscriptDaily,AIZ,Assurant,http://zpr.io/6a2Hy,149.171.126.4,udp,59.166.0.7,0,0
45024691,CNP Assurances SA: Heavy volume for CNP Assurances stock. $CNP https://t.co/pZb16Qnlhi https://t.co/tfzLS3cG6N,Thu Jul 12 07:33:28 +0000 2018,MScreener,CNP,CenterPoint Energy,http://www.4-traders.com//CNP-ASSURANCES-SA-4633/,149.171.126.8,tcp,59.166.0.1,0,0
45024692,Beneteau SA: Unusual volume for BÃ©nÃ©teau stock. $BEN https://t.co/0BwZcbcSal https://t.co/rvbDl0ePVZ,Thu Jul 12 07:33:42 +0000 2018,MScreener,BEN,Franklin Resources,http://www.4-traders.com//BENETEAU-SA-4622/,149.171.126.4,tcp,59.166.0.8,0,0
45024693,Analysts Anticipate C.H. Robinson Worldwide Inc $CHRW Will Post Quarterly Sales of $4.19 Billion https://t.co/W9cyhOPPmS,Thu Jul 12 07:38:11 +0000 2018,ThisLincolnian,CHRW,C.H. Robinson Worldwide,http://thelincolnianonline.com/?p=2178129,149.171.126.8,udp,59.166.0.9,0,0
45024694,CarMax Inc $KMX Expected to Post Quarterly Sales of $4.67 Billion https://t.co/knD1oBaan9,Thu Jul 12 07:40:15 +0000 2018,TranscriptDaily,KMX,CarMax,http://zpr.io/6a2qw,149.171.126.0,tcp,59.166.0.5,0,0
45024695,Analyzing Mettler-Toledo International $MTD &amp; Quanterix $QTRX https://t.co/2JZEG8mGPF,Thu Jul 12 07:41:18 +0000 2018,ledgerzette,MTD,Mettler-Toledo International Inc.,http://ledgergazette.com/?p=2820875,149.171.126.1,udp,59.166.0.6,0,0
45024866,Head-To-Head Contrast: NVIDIA $NVDA &amp; Cypress Semiconductor $CY https://t.co/wBVOkHleYh,Thu Jul 12 07:41:19 +0000 2018,ledgerzette,CY,Cypress Semiconductor Corporation,http://ledgergazette.com/?p=2820874,149.171.126.4,udp,59.166.0.8,0,0
45024867,Zacks: Brokerages Expect CarMax Inc $KMX Will Announce Quarterly Sales of $4.67 Billion https://t.co/9jCXkhPgiV,Thu Jul 12 07:41:21 +0000 2018,ledgerzette,KMX,CarMax,http://ledgergazette.com/?p=2820870,149.171.126.0,tcp,59.166.0.5,0,0
45024880,$5.41 Billion in Sales Expected for AutoNation Inc. $AN This Quarter https://t.co/qz2EOpgTaQ,Thu Jul 12 07:42:53 +0000 2018,WatchlistN,AN,AutoNation,http://zpr.io/6a279,149.171.126.3,tcp,59.166.0.7,0,0
45024881,Barclays Trims Unum Group $UNM Target Price to $55.00 https://t.co/fSFmSxejjs,Thu Jul 12 07:43:43 +0000 2018,ThisLincolnian,UNM,Unum Group,http://thelincolnianonline.com/?p=2178137,149.171.126.6,tcp,59.166.0.0,0,0
45024882,WEC Energy Group $WEC Price Target Increased to $63.00 by Analysts at Citigroup https://t.co/Iz9qM0auzw,Thu Jul 12 07:43:46 +0000 2018,dakotafinancial,WEC,WEC Energy Group,http://dakotafinancialnews.com/?p=312561,149.171.126.2,tcp,59.166.0.2,0,0
45024883,Analyzing Laboratory Corp. of America $LH and Miragen Therapeutics $MGEN https://t.co/mVgRw1U2md,Thu Jul 12 07:43:49 +0000 2018,dakotafinancial,LH,Laboratory Corporation of America Holdings,http://dakotafinancialnews.com/?p=312554,149.171.126.6,tcp,59.166.0.4,0,0
45024884,$2.13 Billion in Sales Expected for Fidelity National Information Servcs Inc $FIS This Quarter https://t.co/mb0YHommaG,Thu Jul 12 07:43:52 +0000 2018,dakotafinancial,FIS,Fidelity National Information Services,http://dakotafinancialnews.com/?p=312549,149.171.126.1,tcp,59.166.0.6,0,0
45024885,WestRock $WRK Given New $75.00 Price Target at Citigroup https://t.co/wEbR6Gcb7e,Thu Jul 12 07:44:22 +0000 2018,dispatchtribune,WRK,WestRock Company,http://dispatchtribunal.com/?p=2048404,149.171.126.1,tcp,59.166.0.8,0,0
45024886,Xerox $XRX Stock Rating Upgraded by Standpoint Research https://t.co/Wzk3xOzr5I,Thu Jul 12 07:45:03 +0000 2018,ZolmaxNews,XRX,Xerox Corporation,http://zolmax.com/?p=2376728,149.171.126.2,tcp,59.166.0.1,0,0
45024992,Barclays Begins Coverage on WEC Energy Group $WEC https://t.co/jOq1mGEKem,Thu Jul 12 07:45:04 +0000 2018,ZolmaxNews,WEC,WEC Energy Group,http://zolmax.com/?p=2376726,149.171.126.3,tcp,59.166.0.5,0,0
45024993,Citigroup Lowers WestRock $WRK Price Target to $75.00 https://t.co/TbVIJj20ho,Thu Jul 12 07:45:10 +0000 2018,TranscriptDaily,WRK,WestRock Company,http://zpr.io/6a2zy,149.171.126.5,tcp,59.166.0.5,0,0
45024994,Standpoint Research Initiates Coverage on Whirlpool $WHR https://t.co/GvQTBp73dd,Thu Jul 12 07:45:39 +0000 2018,ledgerzette,WHR,Whirlpool Corporation,http://ledgergazette.com/?p=2820883,149.171.126.0,tcp,59.166.0.6,0,0
45024995,Top Gainers:  $TBGI $CSB $FOOD $MB $FJP  Top Losers:  $ORE $NI $MAH $MAHB $OPM https://t.co/mUr0shLRYf,Thu Jul 12 07:46:12 +0000 2018,MyTradePH,NI,NiSource Inc.,,149.171.126.0,tcp,59.166.0.2,0,0
45024996,Noble Energy $NBL Sets New 52-Week High at $37.76 https://t.co/5qofxsuJpg,Thu Jul 12 07:49:15 +0000 2018,dakotafinancial,NBL,Noble Energy,http://dakotafinancialnews.com/?p=312564,149.171.126.9,tcp,59.166.0.0,0,0
45024997,$NIB $HSY $DBA $RJA https://t.co/PaaGErPmzf,Thu Jul 12 07:52:07 +0000 2018,SeekingAlpha,HSY,The Hershey Company,https://seekingalpha.com/article/4186791-cocoa-ghana-aims-increase-production?source=feed_f,149.171.126.7,tcp,59.166.0.6,0,0
45024998,Have you heard âPull The Trigger (Feat. $en$i $an Antonio)â by Dusty Shags on #SoundCloud? #np https://t.co/vQJB1Fjhig,Thu Jul 12 07:53:41 +0000 2018,BiXunSn10,AN,AutoNation,https://soundcloud.com/dustyshags1/pull-the-trigger-feat-eni-an-antonio?utm_source=soundcloud&utm_campaign=share&utm_medium=twitter,149.171.126.4,tcp,59.166.0.3,0,0
45024999,$AZO $BA $DLTR $GDXJ $IDTI $IPGP $NFLX $NSP $NTAP $ORLY $PENN $SPY $SQ $TECK $THO $TLYS $URI https://t.co/lWrsPQdypY,Thu Jul 12 07:54:12 +0000 2018,OLEGEFF,DLTR,Dollar Tree,https://seekingalpha.com/article/4186788-bulletproof-investing-performance-update-week-33?source=tweet,149.171.126.1,tcp,59.166.0.5,0,0
45025000,Zacks: Brokerages Anticipate Marathon Petroleum Corp $MPC Will Announce Quarterly Sales of $23.09 Billion https://t.co/hqAbRtRN4o,Thu Jul 12 07:58:12 +0000 2018,ConsumerFeed,MPC,Marathon Petroleum Corporation,http://zpr.io/6a2sy,149.171.126.9,tcp,59.166.0.5,0,0
45025001,Citigroup Increases Public Service Enterprise Group $PEG Price Target to $54.00 https://t.co/9EnGVOEYoq,Thu Jul 12 07:59:38 +0000 2018,TranscriptDaily,PEG,Public Service Enterprise Group Incorporated,http://zpr.io/6a2se,149.171.126.3,udp,59.166.0.9,0,0
45025002,Barclays Cuts Johnson Controls International $JCI Price Target to $38.00 https://t.co/dMX55pEX5D,Thu Jul 12 07:59:39 +0000 2018,ledgerzette,JCI,Johnson Controls International plc,http://ledgergazette.com/?p=2820914,149.171.126.0,tcp,59.166.0.2,0,0
45025003,RT @SeekingAlpha: $AZO $BA $DLTR $GDXJ $IDTI $IPGP $NFLX $NSP $NTAP $ORLY $PENN $SPY $SQ $TECK $THO $TLYS $URI https://t.co/4D8LZX7GrF,Thu Jul 12 08:03:16 +0000 2018,dpinsen,DLTR,Dollar Tree,https://seekingalpha.com/article/4186788-bulletproof-investing-performance-update-week-33?source=feed_f,149.171.126.4,tcp,59.166.0.3,0,0
45025098,Hershey $HSY Lowered to Equal Weight at Consumer Edge https://t.co/v1GZnYW5IW,Thu Jul 12 08:04:08 +0000 2018,dakotafinancial,HSY,The Hershey Company,http://dakotafinancialnews.com/?p=312587,149.171.126.1,tcp,59.166.0.2,0,0
45025099,RT @MyTradePH: Top Gainers:  $TBGI $CSB $FOOD $MB $FJP  Top Losers:  $ORE $NI $MAH $MAHB $OPM https://t.co/mUr0shLRYf,Thu Jul 12 08:05:24 +0000 2018,phen0480,NI,NiSource Inc.,,149.171.126.5,udp,59.166.0.0,0,0
45025104,RT @Equi_Trader: $EQT is here to revolutionize social trading &amp; monetize financial market analysis.  https://t.co/smw68gJffP  Built by Tradâ¦,Thu Jul 12 08:06:22 +0000 2018,TekScout,EQT,EQT Corporation,http://equitrader.co,149.171.126.4,tcp,59.166.0.4,0,0
45025105,Ross Stores $ROST Downgraded by BidaskClub to Buy https://t.co/tJUnDaVhuc,Thu Jul 12 08:15:35 +0000 2018,ledgerzette,ROST,Ross Stores,http://ledgergazette.com/?p=2820920,149.171.126.1,tcp,59.166.0.4,0,0
45025106,Head to Head Survey: AutoNation $AN versus CarMax $KMX https://t.co/LwqLgGGVu5,Thu Jul 12 08:16:41 +0000 2018,TheMarketsDaily,AN,AutoNation,http://zpr.io/6a2xv,149.171.126.5,tcp,59.166.0.9,0,0
45025107,Brokerages Expect Arthur J Gallagher &amp; Co $AJG to Announce $0.62 Earnings Per Share https://t.co/Rgv6qtuseK,Thu Jul 12 08:19:08 +0000 2018,ledgerzette,AJG,Arthur J. Gallagher & Co.,http://ledgergazette.com/?p=2820939,149.171.126.10,tcp,175.45.176.2,0,0
45025108,#ArthurJGallagher $AJG BidaskScore is Upgraded to Held,Thu Jul 12 08:20:16 +0000 2018,BACScoreChanges,AJG,Arthur J. Gallagher & Co.,,149.171.126.13,tcp,175.45.176.2,0,0
